Date,Cloud Agent ID,Automation ID,Kind,Model,Max Mode,Input (w/ Cache Write),Input (w/o Cache Write),Cache Read,Output Tokens,Total Tokens,Cost
"2026-02-11T09:15:51.229Z","","","On-Demand","gpt-5.3-codex","No","0","53363","129792","2124","185279","0.15"
"2026-02-11T09:08:31.762Z","","","On-Demand","gpt-5.3-codex","No","0","49823","333696","5205","388724","0.22"
"2026-02-11T09:02:03.925Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T09:00:59.550Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T09:00:08.307Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T08:56:12.185Z","","","On-Demand","gpt-5.3-codex","No","0","47649","121472","3179","172300","0.15"
"2026-02-11T08:26:20.374Z","","","On-Demand","gpt-5.3-codex","No","0","615229","5898624","12362","6526215","2.28"
"2026-02-11T08:18:17.983Z","","","On-Demand","gpt-5.3-codex","No","0","172868","343680","1988","518536","0.39"
"2026-02-11T08:06:48.947Z","","","On-Demand","gpt-5.3-codex","No","0","326671","3633920","14924","3975515","1.42"
"2026-02-11T05:33:54.159Z","","","On-Demand","gpt-5.3-codex","No","0","412025","4368512","37335","4817872","2.01"
"2026-02-11T05:25:35.349Z","","","On-Demand","gpt-5.3-codex","No","0","272044","2861440","11775","3145259","1.14"
"2026-02-11T05:01:25.430Z","","","On-Demand","gpt-5.3-codex","No","0","363965","2191488","20430","2575883","1.31"
"2026-02-11T04:30:19.563Z","","","On-Demand","claude-4.6-opus-high-thinking","No","96833","11","384240","14104","495188","1.15"
"2026-02-11T04:10:46.364Z","","","On-Demand","composer-1","No","30388","0","81504","3534","115426","0.06"
"2026-02-11T03:15:56.032Z","","","On-Demand","gpt-5.3-codex","No","0","284255","332544","2588","619387","0.59"
"2026-02-11T03:02:16.464Z","","","On-Demand","gpt-5.3-codex","No","0","0","0","0","0","0.00"
"2026-02-11T00:07:12.921Z","","","On-Demand","gpt-5.3-codex","No","0","264951","2536960","11558","2813469","1.07"
"2026-02-11T00:02:50.146Z","","","On-Demand","composer-1","No","119214","0","139328","4782","263324","0.17"
"2026-02-10T23:57:14.237Z","","","On-Demand","claude-4.6-opus-high-thinking","Yes","247008","7","292983","11530","551528","1.46"
"2026-02-10T23:55:56.746Z","","","On-Demand","composer-1","No","3721","0","15680","1341","20742","0.01"
"2026-02-10T23:41:25.681Z","","","On-Demand","gpt-5.3-codex","No","0","78159","324096","5054","407309","0.26"
"2026-02-10T23:38:03.959Z","","","On-Demand","gpt-5.3-codex","No","0","102750","451200","7553","561503","0.36"
"2026-02-10T23:34:43.185Z","","","On-Demand","gpt-5.3-codex","No","0","222132","729728","9937","961797","0.66"
"2026-02-10T23:33:05.276Z","","","On-Demand","gpt-5.3-codex","No","0","88796","236672","2725","328193","0.23"
"2026-02-10T23:30:39.163Z","","","On-Demand","gpt-5.3-codex","No","0","162868","300288","3979","467135","0.39"
"2026-02-10T23:22:41.319Z","","","On-Demand","gpt-5.3-codex","No","0","479477","3292288","18736","3790501","1.68"
"2026-02-10T23:22:08.300Z","","","On-Demand","gpt-5.3-codex","No","0","12063","94208","507","106778","0.04"
"2026-02-10T23:18:06.491Z","","","On-Demand","gpt-5.3-codex","No","0","71164","78976","2068","152208","0.17"
"2026-02-10T23:15:02.201Z","","","On-Demand","gpt-5.3-codex","No","82856","62746","421920","11362","578884","0.38"
"2026-02-10T23:09:40.840Z","","","On-Demand","gpt-5.3-codex","No","0","94275","431232","4276","529783","0.30"
"2026-02-10T22:56:24.228Z","","","On-Demand","gpt-5.3-codex","No","0","153090","102784","2598","258472","0.32"
"2026-02-10T22:40:24.388Z","","","On-Demand","gpt-5.3-codex","No","0","137629","467584","5553","610766","0.40"
"2026-02-10T22:31:13.797Z","","","On-Demand","gpt-5.3-codex","No","0","102007","246528","6452","354987","0.31"
"2026-02-10T21:43:49.369Z","","","On-Demand","gpt-5.3-codex","No","0","37893","139520","2993","180406","0.13"
"2026-02-10T21:02:14.880Z","","","On-Demand","gpt-5.3-codex","No","0","460634","1341696","5092","1807422","1.11"
"2026-02-10T20:41:08.642Z","","","On-Demand","gpt-5.3-codex","No","0","561628","3811712","27601","4400941","2.04"
"2026-02-10T20:37:59.924Z","","","On-Demand","gpt-5.3-codex","No","273671","18167","1467968","19124","1778930","0.76"
"2026-02-10T20:33:56.288Z","","","On-Demand","gpt-5.3-codex","No","0","199251","15360","3467","218078","0.40"
"2026-02-10T20:29:29.731Z","","","On-Demand","gpt-5.3-codex","No","164038","304352","1258400","18143","1744933","1.11"
"2026-02-10T09:07:23.683Z","","","On-Demand","gpt-5.2","No","0","33966","15744","2978","52688","0.10"
"2026-02-10T09:01:31.438Z","","","On-Demand","gpt-5.2","No","0","52486","183936","5352","241774","0.20"
"2026-02-10T09:00:34.370Z","","","On-Demand","gpt-5.2","No","0","0","0","0","0","0.00"
"2026-02-10T09:00:29.695Z","","","On-Demand","gpt-5.2","No","0","0","0","0","0","0.00"
"2026-02-10T09:00:26.957Z","","","On-Demand","gpt-5.2","No","0","0","0","0","0","0.00"
"2026-02-10T08:26:53.464Z","","","On-Demand","gpt-5.3-codex","No","0","120739","544128","9375","674242","0.44"
"2026-02-10T08:23:39.751Z","","","On-Demand","gpt-5.2","No","0","24937","186880","1550","213367","0.10"
"2026-02-10T08:18:15.922Z","","","On-Demand","gpt-5.2","No","0","22457","729472","10813","762742","0.32"
"2026-02-10T08:15:46.787Z","","","Errored, No Charge","gpt-5.2","No","0","0","0","0","0","-"
"2026-02-10T08:01:58.758Z","","","On-Demand","gpt-5.3-codex","No","0","269136","1760768","19487","2049391","1.05"
"2026-02-10T07:56:13.877Z","","","On-Demand","gpt-5.2","No","0","96786","636928","6728","740442","0.38"
"2026-02-10T07:35:05.802Z","","","On-Demand","gpt-5.3-codex","No","0","245776","597888","9427","853091","0.67"
"2026-02-10T07:32:11.338Z","","","On-Demand","gpt-5.2","No","0","178230","945152","14920","1138302","0.69"
"2026-02-10T07:28:45.234Z","","","On-Demand","gpt-5.2","No","0","124844","14336","1939","141119","0.25"
"2026-02-10T07:09:34.594Z","","","On-Demand","gpt-5.2","No","0","70842","277376","5941","354159","0.26"
"2026-02-10T07:02:22.255Z","","","On-Demand","gpt-5.2","No","0","4277","407424","2123","413824","0.11"
"2026-02-10T07:00:37.208Z","","","On-Demand","gpt-5.2","No","0","18018","116224","999","135241","0.07"
"2026-02-10T06:56:31.138Z","","","On-Demand","gpt-5.2","No","0","1627","30720","2571","34918","0.04"
"2026-02-10T06:50:14.070Z","","","On-Demand","gpt-5.2","No","0","255","30592","2072","32919","0.03"
"2026-02-10T06:48:04.690Z","","","On-Demand","gpt-5.2","No","0","15064","15744","1553","32361","0.05"
"2026-02-10T06:43:46.339Z","","","On-Demand","gpt-5.2","No","0","33608","80640","3273","117521","0.12"
"2026-02-10T06:41:29.901Z","","","On-Demand","gpt-5.2","No","0","241225","259712","3756","504693","0.52"
"2026-02-10T06:36:46.662Z","","","On-Demand","gpt-5.2","No","0","104846","113024","1748","219618","0.23"
"2026-02-10T06:20:21.603Z","","","Included","gpt-5.3-codex","No","0","312071","1425792","16708","1754571","Included"
"2026-02-10T06:15:21.377Z","","","Included","gpt-5.3-codex","No","214211","64677","755232","14800","1048920","Included"
"2026-02-10T04:00:31.214Z","","","Included","gpt-5.2-codex-high","No","0","35108","113664","4214","152986","Included"
"2026-02-10T03:30:24.263Z","","","Included","gpt-5.2-codex-high","No","0","31390","84864","10202","126456","Included"
"2026-02-09T23:44:41.201Z","","","Included","gpt-5.3-codex","No","0","66002","1099648","2823","1168473","Included"
"2026-02-09T23:42:54.738Z","","","Included","gpt-5.3-codex","No","0","202849","1275776","4143","1482768","Included"
"2026-02-09T23:42:16.636Z","","","Errored, No Charge","gpt-5.3-codex","No","0","0","0","0","0","-"
"2026-02-09T23:29:33.075Z","","","Included","gpt-5.3-codex","No","0","469744","7947136","24945","8441825","Included"
"2026-02-09T23:09:37.277Z","","","Included","gpt-5.3-codex","No","115191","48103","998912","16682","1178888","Included"
"2026-02-09T22:56:06.103Z","","","Included","gpt-5.3-codex","No","0","1837","546688","2271","550796","Included"
"2026-02-09T22:55:09.147Z","","","Included","gpt-5.3-codex","No","0","13233","122496","361","136090","Included"
"2026-02-09T22:35:04.787Z","","","Included","gpt-5.3-codex","No","113234","119573","1480576","19376","1732759","Included"
"2026-02-09T22:25:51.851Z","","","Included","gpt-5.3-codex","No","0","323776","1831040","15117","2169933","Included"
"2026-02-09T22:16:44.234Z","","","Included","gpt-5.3-codex","No","0","305223","4317184","13224","4635631","Included"
"2026-02-09T22:15:13.235Z","","","Errored, No Charge","gpt-5.3-codex","No","0","0","0","0","0","-"
"2026-02-09T22:13:45.412Z","","","Included","gpt-5.3-codex","No","0","147642","11904","1918","161464","Included"
"2026-02-09T22:05:49.648Z","","","Included","gpt-5.3-codex","No","274821","213691","3515520","34809","4038841","Included"
"2026-02-09T21:55:03.549Z","","","Included","gpt-5.3-codex","No","0","530747","1522688","32494","2085929","Included"
"2026-02-09T21:49:00.775Z","","","Included","gpt-5.3-codex","No","0","65285","357760","11063","434108","Included"
"2026-02-09T21:41:53.052Z","","","Included","gpt-5.2-codex-high","No","0","0","0","0","0","Included"
"2026-02-09T21:12:32.226Z","","","Included","gpt-5.2-codex-high","No","0","56559","171008","8341","235908","Included"
"2026-02-09T18:43:04.340Z","","","Included","gpt-5.3-codex","No","0","2644249","6501504","36187","9181940","Included"
"2026-02-09T18:41:35.963Z","","","Included","gpt-5.3-codex","No","21331","15422","79168","7281","123202","Included"
"2026-02-09T18:27:30.960Z","","","Included","gpt-5.3-codex","No","141663","1499079","2211424","19000","3871166","Included"
"2026-02-09T18:24:59.082Z","","","Included","gpt-5.3-codex","No","122596","18932","209024","8682","359234","Included"
"2026-02-09T17:30:39.332Z","","","Included","gpt-5.2-codex-high","No","0","0","0","0","0","Included"
"2026-02-09T17:29:40.640Z","","","Included","gpt-5.2-codex-high","No","0","13876","37248","981","52105","Included"
"2026-02-09T17:29:38.414Z","","","Errored, No Charge","gpt-5.2-codex-high","No","0","0","0","0","0","-"
"2026-02-09T17:26:03.344Z","","","Included","gpt-5.2-codex-high","No","0","0","0","0","0","Included"
"2026-02-09T17:13:30.797Z","","","Included","gpt-5.2-codex-high","No","0","53791","171776","7239","232806","Included"
"2026-02-09T17:13:27.552Z","","","Errored, No Charge","gpt-5.2-codex-high","No","0","0","0","0","0","-"
"2026-02-09T14:21:59.814Z","","","Included","gpt-5.2-codex-high","No","0","20642","52608","10816","84066","Included"
"2026-02-09T14:21:40.305Z","","","Errored, No Charge","gpt-5.2-codex-high","No","0","0","0","0","0","-"
"2026-02-07T21:58:56.511Z","","","Included","gpt-5.2-codex-high","No","0","709970","7035904","42433","7788307","Included"
"2026-02-07T21:58:30.391Z","","","Included","gpt-5.2-codex-high","No","0","121127","2688","127","123942","Included"
"2026-02-07T21:56:52.197Z","","","Included","gpt-5.2-codex-high","No","0","120285","2688","730","123703","Included"
"2026-02-07T21:48:17.276Z","","","Included","gpt-5.2-codex-high","No","0","388648","435328","11936","835912","Included"
"2026-02-07T05:59:13.201Z","","","Included","claude-4.6-opus-high-thinking","No","155365","12","415260","26825","597462","Included"
"2026-02-07T05:57:27.278Z","","","Included","claude-4.6-opus-high-thinking","No","12590","5","64762","1521","78878","Included"
"2026-02-07T05:52:52.318Z","","","Included","composer-1","No","100707","0","1144576","6772","1252055","Included"
"2026-02-07T05:50:24.126Z","","","Included","composer-1","No","13105","0","56928","992","71025","Included"
"2026-02-07T05:49:53.522Z","","","Included","composer-1","No","15450","0","180576","1849","197875","Included"
"2026-02-07T05:48:30.446Z","","","Included","composer-1","No","11483","0","26112","1158","38753","Included"
"2026-02-07T05:43:44.603Z","","","Included","composer-1","No","11025","0","49504","1244","61773","Included"
"2026-02-07T05:27:26.064Z","","","Included","composer-1","No","51374","0","212704","3199","267277","Included"
"2026-02-06T22:11:44.543Z","","","Included","claude-4.6-opus-high-thinking","No","242976","23","2466191","42115","2751305","Included"
"2026-02-06T22:08:57.362Z","","","Included","claude-4.6-opus-high-thinking","No","80111","10","173120","2603","255844","Included"
"2026-02-06T21:44:28.635Z","","","Included","claude-4.6-opus-high-thinking","No","85815","5","112913","23016","221749","Included"
"2026-02-06T21:37:11.458Z","","","Included","claude-4.6-opus-high-thinking","No","134110","25","2592437","50831","2777403","Included"
"2026-02-06T21:36:15.483Z","","","Included","claude-4.6-opus-high-thinking","No","30258","6","98640","12923","141827","Included"
"2026-02-06T21:21:25.438Z","","","Included","claude-4.6-opus-high-thinking","No","76512","7","150315","4955","231789","Included"
"2026-02-04T22:32:42.737Z","","","Included","gpt-5.2-codex-high","Yes","0","103724","416896","8200","528820","Included"
"2026-02-04T22:19:59.953Z","","","Included","gpt-5.2-codex-high","No","0","36829","54912","1362","93103","Included"
"2026-02-04T22:19:12.169Z","","","Included","gpt-5.2-codex-high","No","0","14987","39936","637","55560","Included"
"2026-02-04T22:16:58.820Z","","","Included","gpt-5.2-codex-high","No","0","18530","31488","1024","51042","Included"
"2026-02-04T22:06:50.301Z","","","Included","gpt-5.2-codex-high","No","0","26468","111232","3572","141272","Included"
"2026-02-04T22:05:48.989Z","","","Included","gpt-5.2-codex-high","No","0","25246","3328","1710","30284","Included"
"2026-02-04T21:52:13.048Z","","","Included","gpt-5.2-codex-high","Yes","0","149137","511104","11158","671399","Included"
"2026-02-04T21:50:35.815Z","","","Included","gpt-5.2-codex-high","Yes","0","0","0","0","0","Included"
"2026-02-04T21:49:36.755Z","bc-485026eb-0d22-49e5-8366-6b4323f9cfd8","","Included","gpt-5.2-codex-high","Yes","0","1694","16883","350","18927","Included"
"2026-02-04T21:48:28.294Z","bc-485026eb-0d22-49e5-8366-6b4323f9cfd8","","Included","gpt-5.2-codex-high","Yes","0","2238","15488","227","17953","Included"
"2026-02-04T21:33:04.935Z","","","Included","gpt-5.2-codex-high","Yes","0","10153","36480","1249","47882","Included"
"2026-02-04T18:43:31.318Z","bc-50ed95f4-9c0e-4f6f-84e5-cadb33b30765","","Included","gpt-5.2-codex-high","No","0","322423","2203904","19082","2545409","Included"
"2026-02-04T18:33:10.369Z","","","Included","gpt-5.2-codex-high","Yes","0","55518","225152","12582","293252","Included"
"2026-02-04T16:05:41.815Z","","","Included","gpt-5.2-high-fast","No","0","6645","287232","2730","296607","Included"
"2026-02-04T16:04:01.991Z","","","Included","gpt-5.2-high-fast","No","0","25799","40704","3797","70300","Included"
"2026-02-04T16:01:45.934Z","","","Included","gpt-5.2-high-fast","No","0","17410","13696","841","31947","Included"
"2026-02-04T15:57:05.209Z","","","Included","gpt-5.2-codex-high","No","0","42286","261760","7200","311246","Included"
"2026-02-04T15:22:37.456Z","","","Included","gpt-5.2","No","0","270103","1607680","12563","1890346","Included"
"2026-02-04T15:22:18.196Z","","","Errored, No Charge","gpt-5.2-high-fast","No","0","0","0","0","0","-"
"2026-02-04T10:56:01.159Z","","","Included","gpt-5.2-high-fast","No","0","243981","2117120","22184","2383285","Included"
"2026-02-04T10:53:34.594Z","","","Included","gpt-5.2","No","0","38569","74368","3723","116660","Included"
"2026-02-04T10:38:34.985Z","","","Included","gpt-5.2","No","0","190460","6578816","27055","6796331","Included"
"2026-02-04T10:38:24.100Z","","","Errored, No Charge","gpt-5.2","No","0","0","0","0","0","-"
"2026-02-04T10:27:13.297Z","","","Included","gpt-5.2","No","0","56051","356736","10987","423774","Included"
"2026-02-04T10:19:42.514Z","","","Included","gpt-5.2","No","0","9463","651136","1849","662448","Included"
"2026-02-04T10:14:00.349Z","","","Included","gpt-5.2","No","0","123955","134912","1500","260367","Included"
"2026-02-04T10:05:02.754Z","","","Included","gpt-5.2","No","0","127756","248960","3114","379830","Included"
"2026-02-04T09:49:33.007Z","","","Included","gpt-5.2","No","0","146998","960384","10867","1118249","Included"
"2026-02-04T09:49:03.384Z","","","Errored, No Charge","gpt-5.2","No","0","0","0","0","0","-"
"2026-02-04T09:47:02.396Z","","","Included","gpt-5.2","No","0","12598","567296","2365","582259","Included"
"2026-02-04T09:37:32.005Z","","","Errored, No Charge","gpt-5.2","No","0","0","0","0","0","-"
"2026-02-04T09:25:28.769Z","","","Included","gpt-5.2","No","0","8499","161536","8023","178058","Included"
"2026-02-04T09:24:05.105Z","","","Errored, No Charge","gpt-5.2","No","0","0","0","0","0","-"
"2026-02-04T09:05:36.112Z","","","Included","gpt-5.2","No","0","66990","562816","7482","637288","Included"
"2026-02-04T09:03:36.470Z","","","Included","gpt-5.2-codex-high","No","0","141196","1771904","28897","1941997","Included"
"2026-02-04T09:03:27.703Z","","","Errored, No Charge","gpt-5.2","No","0","0","0","0","0","-"
"2026-02-03T22:53:32.696Z","","","Included","gpt-5.2","No","0","19334","83200","1767","104301","Included"
"2026-02-03T22:45:58.781Z","","","Included","gpt-5.2","No","0","19569","57472","6268","83309","Included"
"2026-02-03T02:52:41.210Z","","","Included","gpt-5.2","No","0","361433","1770880","21961","2154274","Included"
"2026-02-03T02:49:28.804Z","","","Errored, No Charge","gpt-5.2","No","0","0","0","0","0","-"
"2026-02-03T02:43:22.286Z","","","Included","gpt-5.2","No","0","125749","13696","1323","140768","Included"
"2026-02-03T02:37:17.421Z","","","Included","gpt-5.2","No","0","124462","13696","757","138915","Included"
"2026-02-03T02:16:02.893Z","","","Included","gpt-5.2","No","0","122488","13696","2252","138436","Included"
"2026-02-03T02:02:40.772Z","","","Included","gpt-5.2-codex","No","0","13139","94080","395","107614","Included"
"2026-02-03T02:01:04.833Z","","","Included","gpt-5.2-codex","No","0","90416","625664","3198","719278","Included"
"2026-02-03T02:00:47.943Z","","","Included","gpt-5.2","No","0","8579","126592","2049","137220","Included"
"2026-02-03T01:59:39.344Z","","","Included","gpt-5.2-codex","No","0","20118","146432","930","167480","Included"
"2026-02-03T01:44:05.042Z","","","Included","gpt-5.2","No","0","146191","147328","2960","296479","Included"
"2026-02-03T00:49:43.816Z","","","Included","gpt-5.2","No","0","84747","1029248","10514","1124509","Included"
"2026-01-18T00:14:19.824Z","","","Included","gpt-5.2","No","0","9439","18688","2698","30825","Included"
"2026-01-16T06:54:30.666Z","","","Included","gpt-5.2","No","0","19102","38784","2638","60524","Included"
"2026-01-16T06:36:59.899Z","","","Included","gpt-5.2","No","0","21789","30208","2590","54587","Included"
"2026-01-13T21:01:36.230Z","","","Included","claude-4.5-opus-high-thinking","No","26759","20","47576","2508","76863","Included"
"2026-01-13T20:58:27.386Z","","","Included","composer-1","No","738","0","147296","1492","149526","Included"
"2026-01-13T20:54:48.654Z","","","Included","composer-1","No","64535","0","389824","3726","458085","Included"
"2026-01-13T20:53:50.011Z","","","Included","claude-4.5-opus-high-thinking","No","22045","38","98896","4203","125182","Included"
"2026-01-13T20:50:59.864Z","","","Included","composer-1","No","62493","0","411008","3095","476596","Included"
"2026-01-13T20:03:42.245Z","","","Included","composer-1","No","60696","0","1621344","10058","1692098","Included"
"2026-01-13T20:03:32.042Z","","","Included","composer-1","No","1196","0","169440","62","170698","Included"
"2026-01-13T19:44:19.823Z","","","Included","composer-1","No","14119","0","1962784","5309","1982212","Included"
"2026-01-13T19:30:15.712Z","","","Included","composer-1","No","144311","0","1375104","6264","1525679","Included"
"2026-01-07T19:58:25.986Z","","","Included","composer-1","No","129785","0","559552","1973","691310","Included"
"2026-01-07T19:53:01.346Z","","","Included","composer-1","No","19487","0","28832","957","49276","Included"
"2026-01-07T19:49:38.435Z","","","Included","claude-4.5-opus-high-thinking","No","144750","631","1688811","10041","1844233","Included"
"2026-01-07T15:15:48.960Z","","","Included","composer-1","No","28990","0","459872","805","489667","Included"
"2026-01-07T15:11:51.423Z","","","Included","composer-1","No","19511","0","1243648","9063","1272222","Included"
"2026-01-07T15:09:30.185Z","","","Included","composer-1","No","59933","0","692608","5103","757644","Included"
"2026-01-07T14:59:44.597Z","","","Included","gpt-5.2","No","0","45533","6528","4177","56238","Included"
"2026-01-07T14:52:07.485Z","","","Included","gpt-5.2","No","0","29260","7552","3678","40490","Included"
"2026-01-07T14:48:54.187Z","","","Included","gpt-5.2","No","0","9788","19200","2035","31023","Included"
"2026-01-07T14:47:18.703Z","","","Included","gpt-5.2","No","0","11550","16512","1748","29810","Included"
"2026-01-07T08:46:26.275Z","","","Included","claude-4.5-opus-high-thinking","No","147394","268","909164","2535","1059361","Included"
"2026-01-07T08:29:51.275Z","","","Included","claude-4.5-opus-high-thinking","No","138341","105","738745","3519","880710","Included"
"2026-01-07T08:17:38.794Z","","","Included","claude-4.5-opus-high-thinking","No","392170","3395","5384940","31418","5811923","Included"
"2026-01-07T08:15:16.618Z","","","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","-"
"2026-01-07T08:15:10.563Z","","","Included","claude-4.5-opus-high-thinking","Yes","125","6","86951","4043","91125","Included"
"2026-01-07T08:14:43.359Z","","","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","2923","6","84028","86","87043","-"
"2026-01-07T08:14:38.824Z","","","Included","claude-4.5-opus-high-thinking","Yes","4692","6","79336","2842","86876","Included"
"2026-01-07T08:14:33.541Z","","","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","430","6","78906","102","79444","-"
"2026-01-07T08:14:30.191Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","197","78906","140","79243","Included"
"2026-01-07T08:13:46.835Z","","","Errored, No Charge","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","-"
"2026-01-07T08:13:37.378Z","","","Included","claude-4.5-opus-high-thinking","Yes","5234","190","73672","6","79102","Included"
"2026-01-07T08:09:49.864Z","","","Included","claude-4.5-opus-high-thinking","No","61349","38","258357","6737","326481","Included"
"2026-01-06T17:06:20.799Z","","","Included","composer-1","No","51461","0","429120","20637","501218","Included"
"2026-01-06T16:33:39.459Z","","","Included","composer-1","No","70299","0","959424","16327","1046050","Included"
"2026-01-05T19:47:55.154Z","","","Included","claude-4.5-opus-high-thinking","No","135619","28657","2978372","11265","3153913","Included"
"2026-01-05T19:22:26.660Z","","","Included","claude-4.5-opus-high-thinking","No","100832","28496","1406101","19311","1554740","Included"
"2026-01-05T19:09:06.035Z","","","Included","claude-4.5-opus-high-thinking","No","143621","25000","196285","24545","389451","Included"
"2026-01-03T08:40:18.731Z","","","Included","gpt-5.1-codex-max","No","0","753","5760","177","6690","Included"
"2026-01-03T08:39:30.751Z","","","Included","gpt-5.1-codex-max","No","0","1255","4736","393","6384","Included"
"2026-01-03T07:34:33.470Z","","","Included","claude-4.5-opus-high-thinking","No","340338","277113","3734495","86796","4438742","Included"
"2026-01-03T07:33:44.242Z","","","Included","claude-4.5-opus-high-thinking","No","50418","5721","51521","298","107958","Included"
"2026-01-03T07:31:50.822Z","","","Included","claude-4.5-opus-high-thinking","No","39344","1768","179144","1646","221902","Included"
"2026-01-03T07:26:04.213Z","","","Included","claude-4.5-opus-high-thinking","No","12774","370","651676","6411","671231","Included"
"2026-01-03T07:23:43.747Z","","","Included","claude-4.5-opus-high-thinking","No","158081","15220","142161","1061","316523","Included"
"2026-01-03T07:21:17.161Z","","","Included","claude-4.5-opus-high-thinking","No","151961","14150","154822","1460","322393","Included"
"2026-01-03T07:17:14.391Z","","","Included","claude-4.5-sonnet-thinking","No","123189","200","788715","3950","916054","Included"
"2026-01-03T07:13:06.451Z","","","Included","claude-4.5-sonnet-thinking","No","107297","280","1308493","18400","1434470","Included"
"2026-01-03T07:05:15.054Z","","","Included","claude-4.5-sonnet-thinking","No","74870","646","175771","1554","252841","Included"
"2026-01-03T06:56:41.897Z","","","Included","claude-4.5-sonnet-thinking","No","118044","146","321842","4185","444217","Included"
"2026-01-03T06:55:33.525Z","","","Included","claude-4.5-sonnet-thinking","No","30816","194","212857","1845","245712","Included"
"2026-01-03T06:53:29.096Z","","","Included","claude-4.5-sonnet-thinking","No","51688","788","179403","2103","233982","Included"
"2026-01-03T06:53:22.934Z","","","Included","claude-4.5-sonnet-thinking","No","0","0","0","0","0","Included"
"2026-01-03T06:45:59.421Z","","","Included","composer-1","Yes","51","0","30016","189","30256","Included"
"2026-01-03T06:45:56.094Z","","","Included","composer-1","Yes","206","0","29792","54","30052","Included"
"2026-01-03T06:45:54.142Z","","","Included","composer-1","Yes","0","0","0","0","0","Included"
"2026-01-03T06:45:52.298Z","","","Included","composer-1","Yes","0","0","0","0","0","Included"
"2026-01-03T06:45:51.519Z","","","Included","composer-1","Yes","3256","0","24736","1835","29827","Included"
"2026-01-03T06:45:50.327Z","","","Included","composer-1","Yes","168","0","24384","218","24770","Included"
"2026-01-03T06:45:14.228Z","","","Included","composer-1","Yes","103","0","23968","375","24446","Included"
"2026-01-03T06:45:09.789Z","","","Included","composer-1","Yes","125","0","23840","57","24022","Included"
"2026-01-03T06:45:04.560Z","","","Included","composer-1","Yes","96","0","23104","704","23904","Included"
"2026-01-03T06:45:03.661Z","","","Included","composer-1","Yes","4458","0","16832","1849","23139","Included"
"2026-01-03T06:44:54.578Z","","","Included","composer-1","Yes","4102","0","12672","100","16874","Included"
"2026-01-03T06:44:53.453Z","","","Included","composer-1","Yes","3627","0","10016","3071","16714","Included"
"2026-01-03T06:44:53.367Z","","","Included","composer-1","Yes","0","0","0","0","0","Included"
"2026-01-03T06:44:52.567Z","","","Included","composer-1","Yes","4472","0","8032","204","12708","Included"
"2026-01-03T06:44:52.488Z","","","Included","composer-1","Yes","0","0","0","0","0","Included"
"2026-01-03T06:44:52.430Z","","","Included","composer-1","Yes","0","0","0","0","0","Included"
"2026-01-03T06:44:51.529Z","","","Included","composer-1","Yes","1787","0","8000","272","10059","Included"
"2026-01-03T06:41:36.758Z","","","Included","claude-4.5-opus-high-thinking","Yes","5750","21","154753","405","160929","Included"
"2026-01-03T06:41:31.136Z","","","Included","claude-4.5-opus-high-thinking","Yes","141041","1474","13712","4193","160420","Included"
"2026-01-03T05:42:02.926Z","","","Included","claude-4.5-opus-high-thinking","Yes","1290","21","152050","1394","154755","Included"
"2026-01-03T05:42:00.189Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:41:02.926Z","","","Included","claude-4.5-opus-high-thinking","Yes","2713","21","149337","242","152313","Included"
"2026-01-03T05:40:52.594Z","","","Included","claude-4.5-opus-high-thinking","Yes","3243","21","146094","2607","151965","Included"
"2026-01-03T05:40:14.402Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:40:09.536Z","","","Included","claude-4.5-opus-high-thinking","Yes","8165","21","137929","3013","149128","Included"
"2026-01-03T05:40:03.577Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:39:47.928Z","","","Included","claude-4.5-opus-high-thinking","Yes","7790","21","130139","472","138422","Included"
"2026-01-03T05:39:31.467Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:39:09.460Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:37:57.089Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:37:49.816Z","","","Included","claude-4.5-opus-high-thinking","Yes","4461","21","125678","7357","137517","Included"
"2026-01-03T05:37:48.712Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
"2026-01-03T05:36:30.335Z","","","Included","claude-4.5-opus-high-thinking","Yes","111966","39819","13712","4438","169935","Included"
"2026-01-03T05:35:20.309Z","","","Included","claude-4.5-opus-high-thinking","Yes","0","0","0","0","0","Included"
